content_id,topic,content_type,length_sec,hook_type,posting_time,likes,shares,saves,comments,retention_rate,caption_style,followers_gained
C0331,Self Confidence,Carousel,0,Text,19:00,1960,256,322,42,76.27,Advice,429
C0332,Friendship,Long Video,156,Visual,20:00,1103,118,233,85,53.15,Advice,248
C0333,Overthinking,Short Video,44,Visual,09:00,2181,298,409,145,77.28,Story,650
C0334,Self Confidence,Long Video,169,Text,09:00,835,108,89,50,76.73,Story,129
C0335,Relationships,Short Video,43,Text,09:00,1003,77,232,57,69.72,Advice,183
C0336,Self Confidence,Carousel,0,Visual,20:00,966,137,90,69,82.14,Advice,187
C0337,Work Stress,Short Video,27,Visual,21:00,997,197,192,56,70.14,Story,338
C0338,Dating,Short Video,28,Visual,20:00,1617,184,173,25,82.35,Question,222
C0339,Dating,Carousel,0,Text,12:00,1734,107,354,47,84.33,Story,318
C0340,Loneliness,Image,0,Text,19:00,1508,197,302,53,68.85,Advice,378
C0341,Dating,Long Video,170,Text,09:00,392,48,86,14,51.95,Story,92
C0342,Loneliness,Long Video,88,Visual,09:00,902,156,87,27,50.68,Statement,145
C0343,Relationships,Carousel,0,Visual,12:00,2932,432,544,111,83.66,Advice,594
C0344,Overthinking,Long Video,84,Visual,09:00,1102,216,206,25,72.05,Advice,218
C0345,Social Anxiety,Long Video,68,Visual,20:00,1061,80,239,31,78.48,Question,145
C0346,Relationships,Short Video,22,Visual,19:00,1347,197,266,65,74.46,Advice,228
C0347,Friendship,Long Video,170,Visual,12:00,1527,275,321,101,71.6,Statement,324
C0348,Friendship,Image,0,Text,12:00,1271,236,246,65,54.44,Statement,302
C0349,Self Confidence,Long Video,98,Text,09:00,2217,292,320,174,49.43,Story,442
C0350,Loneliness,Carousel,0,Text,20:00,1180,66,242,88,61.2,Statement,274
C0351,Loneliness,Carousel,0,Text,12:00,1672,272,362,27,88.51,Advice,421
C0352,Friendship,Long Video,169,Visual,19:00,998,95,220,33,79.91,Question,124
C0353,Loneliness,Carousel,0,Visual,19:00,1543,99,186,24,68.75,Story,137
C0354,Work Stress,Long Video,142,Visual,19:00,2863,400,373,98,74.73,Statement,324
C0355,Dating,Long Video,94,Text,21:00,2126,390,237,42,54.58,Question,495
C0356,Dating,Long Video,157,Visual,19:00,3231,178,578,257,79.23,Story,571
C0357,Overthinking,Image,0,Visual,12:00,790,50,185,46,83.17,Story,190
C0358,Dating,Carousel,0,Visual,19:00,1437,195,241,61,62.68,Story,266
C0359,Overthinking,Image,0,Text,17:00,1743,320,270,94,75.25,Statement,437
C0360,Overthinking,Carousel,0,Text,17:00,2801,435,337,135,54.17,Story,496
C0361,Overthinking,Image,0,Visual,21:00,4343,836,790,275,70.25,Story,1241
C0362,Social Anxiety,Image,0,Text,17:00,1244,75,153,47,68.9,Story,96
C0363,Friendship,Image,0,Visual,19:00,909,177,123,42,57.84,Statement,225
C0364,Work Stress,Carousel,0,Text,19:00,711,65,81,34,50.22,Story,63
C0365,Overthinking,Long Video,152,Text,12:00,1110,189,196,53,56.74,Question,340
C0366,Social Anxiety,Short Video,45,Visual,09:00,906,99,85,49,68.53,Advice,124
C0367,Self Confidence,Long Video,150,Visual,09:00,2180,270,434,173,50.26,Story,410
C0368,Relationships,Image,0,Text,21:00,1220,133,185,50,86.3,Advice,242
C0369,Social Anxiety,Short Video,32,Text,09:00,574,99,139,39,65.05,Question,173
C0370,Work Stress,Image,0,Text,12:00,1704,98,210,32,74.15,Question,204
C0371,Dating,Long Video,84,Text,17:00,1087,128,155,24,61.76,Statement,205
C0372,Loneliness,Short Video,26,Text,20:00,772,46,72,29,94.19,Story,95
C0373,Friendship,Image,0,Visual,21:00,632,87,51,35,86.53,Question,119
C0374,Dating,Carousel,0,Text,09:00,2740,496,556,62,86.1,Question,404
C0375,Self Confidence,Short Video,30,Text,21:00,643,33,97,21,80.07,Statement,83
C0376,Dating,Short Video,22,Text,17:00,1338,75,135,68,75.64,Question,190
C0377,Dating,Image,0,Visual,12:00,2149,330,328,126,61.02,Statement,391
C0378,Social Anxiety,Long Video,78,Text,09:00,1733,291,270,115,77.9,Statement,519
C0379,Self Confidence,Long Video,166,Text,21:00,1120,109,200,43,69.04,Statement,222
C0380,Loneliness,Long Video,148,Visual,20:00,1969,301,282,50,62.22,Statement,259
C0381,Social Anxiety,Short Video,28,Visual,17:00,1157,84,97,65,84.74,Advice,130
C0382,Overthinking,Short Video,35,Text,19:00,2020,122,302,71,85.99,Story,285
C0383,Overthinking,Carousel,0,Text,09:00,667,132,104,39,55.62,Statement,163
C0384,Friendship,Short Video,17,Visual,19:00,831,44,137,64,76.91,Story,86
C0385,Loneliness,Image,0,Visual,09:00,1201,88,100,77,68.34,Statement,135
C0386,Relationships,Image,0,Visual,12:00,984,182,98,75,62.56,Question,297
C0387,Self Confidence,Carousel,0,Text,09:00,2299,454,296,178,65.58,Question,525
C0388,Dating,Image,0,Text,19:00,1545,156,265,38,72.15,Question,253
C0389,Work Stress,Carousel,0,Visual,21:00,1479,171,194,47,57.78,Story,151
C0390,Self Confidence,Carousel,0,Text,17:00,1588,160,199,123,72.31,Statement,254
C0391,Relationships,Long Video,81,Text,17:00,668,77,124,31,61.07,Advice,178
C0392,Work Stress,Carousel,0,Text,17:00,1188,216,220,61,74.83,Story,219
C0393,Relationships,Long Video,73,Visual,17:00,933,113,160,27,83.56,Question,218
C0394,Loneliness,Image,0,Text,17:00,1189,188,202,85,55.23,Advice,345
C0395,Overthinking,Carousel,0,Visual,17:00,1525,139,349,116,55.95,Statement,319
C0396,Friendship,Carousel,0,Text,17:00,953,187,154,67,73.55,Statement,221
C0397,Relationships,Long Video,108,Text,19:00,733,120,106,35,64.69,Statement,163
C0398,Dating,Long Video,129,Visual,21:00,880,158,217,36,78.1,Question,274
C0399,Relationships,Long Video,162,Text,21:00,1637,131,161,115,62.57,Question,316
C0400,Loneliness,Carousel,0,Text,12:00,1324,243,119,95,67.93,Statement,296
C0401,Self Confidence,Carousel,0,Visual,19:00,1730,91,278,103,78.91,Advice,296
C0402,Loneliness,Carousel,0,Text,21:00,1403,98,183,53,82.18,Question,151
C0403,Dating,Long Video,145,Text,12:00,2130,200,175,134,78.37,Question,378
C0404,Loneliness,Image,0,Text,09:00,1672,119,347,108,76.34,Question,374
C0405,Dating,Image,0,Visual,19:00,1530,96,249,30,66.3,Statement,176
C0406,Loneliness,Carousel,0,Visual,17:00,2271,136,316,50,82.33,Question,355
C0407,Relationships,Short Video,24,Visual,09:00,425,26,70,28,86.92,Story,43
C0408,Overthinking,Image,0,Visual,20:00,1479,90,219,50,59.3,Advice,157
C0409,Overthinking,Carousel,0,Text,17:00,2076,203,334,61,75.62,Question,448
C0410,Work Stress,Short Video,40,Visual,09:00,936,131,131,53,68.81,Statement,244
C0411,Dating,Long Video,154,Visual,20:00,239,32,44,4,72.3,Story,34
C0412,Self Confidence,Image,0,Text,12:00,1334,209,293,89,72.1,Advice,340
C0413,Self Confidence,Long Video,144,Text,19:00,1496,135,245,50,50.35,Question,256
C0414,Friendship,Carousel,0,Text,09:00,870,50,180,31,50.01,Story,132
C0415,Friendship,Image,0,Visual,20:00,961,169,77,29,79.64,Question,146
C0416,Self Confidence,Image,0,Text,09:00,1313,85,185,42,83.71,Statement,142
C0417,Relationships,Image,0,Text,20:00,1393,160,326,55,88.56,Question,192
C0418,Overthinking,Image,0,Visual,21:00,1463,223,239,58,75.31,Statement,346
C0419,Dating,Long Video,75,Visual,17:00,2144,417,448,164,73.1,Question,504
C0420,Self Confidence,Image,0,Text,19:00,2380,156,506,135,51.93,Story,372
C0421,Loneliness,Carousel,0,Visual,20:00,1261,144,198,36,64.75,Story,187
C0422,Relationships,Image,0,Text,19:00,1679,97,353,70,82.89,Question,339
C0423,Overthinking,Short Video,30,Visual,19:00,1852,223,425,53,86.01,Advice,400
C0424,Loneliness,Carousel,0,Text,19:00,674,63,69,38,79.54,Story,87
C0425,Dating,Short Video,40,Visual,17:00,655,102,74,47,73.91,Question,123
C0426,Work Stress,Long Video,96,Visual,19:00,2571,150,254,124,55.7,Advice,387
C0427,Dating,Short Video,23,Text,20:00,1112,137,165,55,83.45,Question,125
C0428,Relationships,Long Video,73,Visual,17:00,698,83,170,34,72.1,Question,130
C0429,Relationships,Image,0,Visual,19:00,1787,229,439,41,50.68,Question,448
C0430,Friendship,Long Video,154,Text,21:00,1709,292,171,55,45.7,Advice,264
C0431,Self Confidence,Long Video,86,Visual,09:00,1275,130,182,19,56.99,Statement,199
C0432,Work Stress,Long Video,150,Text,17:00,2442,478,547,40,80.94,Statement,718
C0433,Dating,Long Video,156,Text,09:00,1115,122,146,21,54.13,Statement,128
C0434,Self Confidence,Long Video,78,Text,12:00,2737,335,566,125,47.31,Advice,766
C0435,Relationships,Long Video,140,Text,21:00,1220,237,113,47,54.02,Advice,188
C0436,Loneliness,Carousel,0,Visual,19:00,1431,101,265,94,73.13,Statement,180
C0437,Overthinking,Carousel,0,Text,20:00,1730,187,336,55,63.81,Question,412
C0438,Dating,Carousel,0,Text,09:00,2361,220,377,172,78.31,Advice,287
C0439,Friendship,Carousel,0,Text,17:00,727,50,176,35,59.68,Statement,133
C0440,Work Stress,Image,0,Visual,20:00,3287,499,305,107,82.28,Advice,538
C0441,Overthinking,Short Video,16,Text,09:00,389,22,42,17,71.48,Question,29
C0442,Self Confidence,Carousel,0,Text,12:00,2803,494,691,186,84.15,Story,611
C0443,Work Stress,Long Video,179,Text,09:00,432,49,78,8,69.89,Statement,99
C0444,Work Stress,Short Video,26,Visual,09:00,1343,105,288,99,94.25,Advice,366
C0445,Work Stress,Long Video,143,Visual,21:00,1316,215,141,60,73.73,Question,203
C0446,Social Anxiety,Long Video,69,Visual,20:00,1385,202,267,35,67.6,Story,336
C0447,Relationships,Short Video,15,Text,09:00,1015,52,142,76,72.09,Advice,170
C0448,Self Confidence,Carousel,0,Text,09:00,1205,100,162,84,79.15,Question,136
C0449,Dating,Image,0,Text,12:00,991,121,190,22,61.56,Advice,163
C0450,Self Confidence,Long Video,127,Visual,20:00,1163,218,289,20,75.44,Story,255
C0451,Relationships,Image,0,Visual,19:00,2633,494,636,138,64.28,Advice,874
C0452,Friendship,Short Video,43,Visual,09:00,827,72,145,31,85.36,Advice,105
C0453,Overthinking,Carousel,0,Visual,12:00,1326,110,114,22,57.01,Statement,181
C0454,Dating,Long Video,136,Text,21:00,746,68,180,39,62.46,Question,160
C0455,Work Stress,Long Video,137,Visual,21:00,2535,234,354,185,82.86,Advice,595
C0456,Work Stress,Short Video,40,Visual,19:00,1103,124,234,50,80.42,Advice,168
C0457,Dating,Long Video,141,Visual,20:00,633,63,142,18,47.85,Question,75
C0458,Overthinking,Image,0,Text,17:00,1607,307,267,66,82.44,Story,475
C0459,Relationships,Short Video,15,Visual,09:00,2380,394,455,59,92.15,Statement,520
C0460,Friendship,Short Video,44,Text,20:00,638,58,97,11,68.96,Statement,106
C0461,Loneliness,Carousel,0,Visual,21:00,869,170,102,30,62.16,Story,144
C0462,Work Stress,Short Video,24,Visual,12:00,1061,53,216,82,71.95,Statement,213
C0463,Loneliness,Short Video,24,Text,21:00,1819,206,239,65,87.09,Story,365
C0464,Social Anxiety,Long Video,178,Text,09:00,1767,136,252,130,77.27,Advice,416
C0465,Social Anxiety,Image,0,Visual,09:00,986,136,189,19,71.78,Question,217
C0466,Self Confidence,Short Video,20,Text,20:00,2637,198,560,139,94.52,Statement,300
C0467,Self Confidence,Image,0,Text,21:00,1725,162,347,110,54.1,Question,343
C0468,Social Anxiety,Image,0,Text,20:00,599,75,85,45,83.1,Question,141
C0469,Work Stress,Short Video,30,Text,09:00,873,164,172,54,91.71,Advice,185
C0470,Self Confidence,Image,0,Visual,20:00,3237,553,366,121,63.42,Question,871
C0471,Friendship,Short Video,16,Visual,12:00,1466,233,257,112,80.38,Question,321
C0472,Relationships,Image,0,Visual,12:00,1851,137,395,116,65.37,Question,215
C0473,Loneliness,Long Video,91,Text,21:00,547,85,119,27,83.68,Statement,82
C0474,Work Stress,Short Video,33,Visual,20:00,856,107,173,60,70.56,Question,238
C0475,Self Confidence,Long Video,126,Visual,19:00,369,25,83,9,57.39,Question,48
C0476,Relationships,Image,0,Text,17:00,2205,398,428,147,60.02,Question,624
C0477,Relationships,Short Video,26,Text,20:00,2349,436,192,138,66.61,Statement,511
C0478,Friendship,Carousel,0,Text,12:00,1329,123,175,50,74.85,Story,170
C0479,Self Confidence,Short Video,44,Visual,12:00,853,51,181,28,78.42,Statement,149
C0480,Social Anxiety,Image,0,Text,21:00,3186,318,285,125,87.78,Statement,486
C0481,Dating,Long Video,90,Text,19:00,2331,186,352,148,49.05,Question,320
C0482,Self Confidence,Image,0,Visual,20:00,2675,244,410,210,52.7,Advice,510
C0483,Overthinking,Carousel,0,Visual,20:00,1159,186,231,49,63.86,Story,240
C0484,Loneliness,Short Video,33,Visual,19:00,758,67,87,35,73.32,Story,91
C0485,Friendship,Image,0,Text,19:00,1290,181,120,25,88.06,Statement,163
C0486,Overthinking,Carousel,0,Visual,12:00,1367,87,248,75,75.94,Story,179
C0487,Dating,Long Video,81,Text,19:00,1970,307,361,69,55.84,Statement,446
C0488,Loneliness,Short Video,32,Visual,19:00,670,120,161,14,69.8,Statement,216
C0489,Relationships,Image,0,Visual,12:00,1633,131,293,98,77.2,Statement,266
C0490,Social Anxiety,Long Video,169,Text,12:00,1653,86,296,51,63.01,Question,299
C0491,Friendship,Image,0,Visual,21:00,2137,167,415,167,54.08,Statement,252
C0492,Work Stress,Long Video,111,Text,20:00,866,99,82,55,81.58,Story,138
C0493,Dating,Carousel,0,Visual,09:00,991,157,80,52,74.53,Question,203
C0494,Social Anxiety,Long Video,85,Text,17:00,566,48,113,11,52.97,Question,114
C0495,Work Stress,Short Video,15,Visual,21:00,676,61,82,12,79.23,Advice,100
C0496,Self Confidence,Short Video,43,Text,09:00,825,116,160,16,94.5,Question,200
C0497,Relationships,Short Video,20,Text,21:00,1587,301,273,44,84.12,Advice,424
C0498,Relationships,Short Video,27,Text,12:00,1563,251,263,30,76.5,Statement,407
C0499,Friendship,Long Video,95,Text,12:00,2077,187,296,152,71.66,Question,456
C0500,Friendship,Image,0,Text,09:00,4225,499,790,131,78.22,Question,725
