comment_id,content_id,comment
CM00784,C0217,Well explained.
CM00785,C0217,Very useful advice.
CM00786,C0217,Thanks for the tips.
CM00787,C0217,Thanks for sharing.
CM00788,C0218,This feels so real.
CM00789,C0218,This hit me hard.
CM00790,C0218,Good information.
CM00791,C0218,Thanks for sharing.
CM00792,C0219,Very useful advice.
CM00793,C0219,This describes exactly what I have been feeling.
CM00794,C0219,Finally someone talked about this.
CM00795,C0220,Well explained.
CM00796,C0220,Interesting perspective.
CM00797,C0220,This feels so real.
CM00798,C0220,I thought I was the only one who felt this way.
CM00799,C0220,This describes exactly what I have been feeling.
CM00800,C0221,Interesting post.
CM00801,C0221,Good information.
CM00802,C0221,You explained my situation perfectly.
CM00803,C0221,Good information.
CM00804,C0221,Nice explanation.
CM00805,C0222,Nice explanation.
CM00806,C0222,This describes exactly what I have been feeling.
CM00807,C0223,This describes exactly what I have been feeling.
CM00808,C0223,Very useful advice.
CM00809,C0224,Very useful advice.
CM00810,C0224,Thanks for sharing.
CM00811,C0224,Well explained.
CM00812,C0225,Interesting perspective.
CM00813,C0225,I have been through the same thing.
CM00814,C0225,This was informative.
CM00815,C0225,Thanks for sharing.
CM00816,C0225,Well explained.
CM00817,C0226,I can completely relate to this.
CM00818,C0226,Interesting perspective.
CM00819,C0226,This feels so real.
CM00820,C0226,Well explained.
CM00821,C0226,Good video.
CM00822,C0227,You explained my situation perfectly.
CM00823,C0227,Good video.
CM00824,C0227,Interesting perspective.
CM00825,C0227,This was informative.
CM00826,C0228,I have been through the same thing.
CM00827,C0228,You explained my situation perfectly.
CM00828,C0228,This is literally me.
CM00829,C0228,Interesting perspective.
CM00830,C0229,Nice explanation.
CM00831,C0229,This describes exactly what I have been feeling.
CM00832,C0230,Good information.
CM00833,C0230,Nice explanation.
CM00834,C0230,Well explained.
CM00835,C0231,I have been through the same thing.
CM00836,C0231,I can completely relate to this.
CM00837,C0231,Finally someone talked about this.
CM00838,C0232,I needed to hear this today.
CM00839,C0232,You explained my situation perfectly.
CM00840,C0232,Very useful advice.
CM00841,C0233,Thanks for the tips.
CM00842,C0233,Finally someone talked about this.
CM00843,C0234,Nice explanation.
CM00844,C0234,Finally someone talked about this.
CM00845,C0235,This is literally me.
CM00846,C0235,Good video.
CM00847,C0235,You explained my situation perfectly.
CM00848,C0235,I thought I was the only one who felt this way.
CM00849,C0235,Very useful advice.
CM00850,C0236,This was informative.
CM00851,C0236,This hit me hard.
CM00852,C0237,Finally someone talked about this.
CM00853,C0237,This hit me hard.
CM00854,C0238,You explained my situation perfectly.
CM00855,C0238,Interesting perspective.
CM00856,C0238,Interesting post.
CM00857,C0239,You explained my situation perfectly.
CM00858,C0239,This feels so real.
CM00859,C0239,Finally someone talked about this.
CM00860,C0240,Nice explanation.
CM00861,C0240,This hit me hard.
CM00862,C0241,Thanks for sharing.
CM00863,C0241,Thanks for the tips.
CM00864,C0241,Thanks for the tips.
CM00865,C0241,Finally someone talked about this.
CM00866,C0241,Finally someone talked about this.
CM00867,C0242,I needed to hear this today.
CM00868,C0242,Good video.
CM00869,C0242,Interesting perspective.
CM00870,C0243,You explained my situation perfectly.
CM00871,C0243,Good video.
CM00872,C0244,Finally someone talked about this.
CM00873,C0244,Nice explanation.
CM00874,C0244,This feels so real.
CM00875,C0245,Thanks for the tips.
CM00876,C0245,This describes exactly what I have been feeling.
CM00877,C0245,This feels so real.
CM00878,C0245,I thought I was the only one who felt this way.
CM00879,C0245,This is literally me.
CM00880,C0246,Thanks for sharing.
CM00881,C0246,Nice explanation.
CM00882,C0246,I thought I was the only one who felt this way.
CM00883,C0247,This is literally me.
CM00884,C0247,This hit me hard.
CM00885,C0247,This hit me hard.
CM00886,C0247,I needed to hear this today.
CM00887,C0248,Thanks for sharing.
CM00888,C0248,Good information.
CM00889,C0248,This hit me hard.
CM00890,C0248,I can completely relate to this.
CM00891,C0248,This describes exactly what I have been feeling.
CM00892,C0249,This is literally me.
CM00893,C0249,I needed to hear this today.
CM00894,C0249,Good video.
CM00895,C0249,Good information.
CM00896,C0250,This was informative.
CM00897,C0250,You explained my situation perfectly.
CM00898,C0250,Interesting post.
CM00899,C0250,Thanks for the tips.
CM00900,C0251,This hit me hard.
CM00901,C0251,Well explained.
CM00902,C0252,This hit me hard.
CM00903,C0252,I have been through the same thing.
CM00904,C0253,Good information.
CM00905,C0253,This feels so real.
CM00906,C0253,I needed to hear this today.
CM00907,C0253,This hit me hard.
CM00908,C0253,This is literally me.
CM00909,C0254,Good information.
CM00910,C0254,Nice explanation.
CM00911,C0254,This feels so real.
CM00912,C0254,Thanks for sharing.
CM00913,C0255,Well explained.
CM00914,C0255,Interesting perspective.
CM00915,C0256,Finally someone talked about this.
CM00916,C0256,I needed to hear this today.
CM00917,C0256,Good video.
CM00918,C0257,Very useful advice.
CM00919,C0257,Interesting perspective.
CM00920,C0257,Very useful advice.
CM00921,C0257,Nice explanation.
CM00922,C0257,Well explained.
CM00923,C0258,I can completely relate to this.
CM00924,C0258,Interesting perspective.
CM00925,C0258,Good video.
CM00926,C0259,Interesting post.
CM00927,C0259,I can completely relate to this.
CM00928,C0260,This was informative.
CM00929,C0260,Nice explanation.
CM00930,C0261,Nice explanation.
CM00931,C0261,This describes exactly what I have been feeling.
CM00932,C0261,I can completely relate to this.
CM00933,C0261,Finally someone talked about this.
CM00934,C0261,Interesting perspective.
CM00935,C0262,Very useful advice.
CM00936,C0262,Good video.
CM00937,C0262,I have been through the same thing.
CM00938,C0263,Interesting perspective.
CM00939,C0263,Good video.
CM00940,C0263,You explained my situation perfectly.
CM00941,C0264,Thanks for sharing.
CM00942,C0264,This is literally me.
CM00943,C0264,This is literally me.
CM00944,C0264,This was informative.
CM00945,C0264,This describes exactly what I have been feeling.
CM00946,C0265,I have been through the same thing.
CM00947,C0265,Thanks for the tips.
CM00948,C0265,Thanks for the tips.
CM00949,C0266,This is literally me.
CM00950,C0266,This was informative.
CM00951,C0266,This was informative.
CM00952,C0267,Thanks for the tips.
CM00953,C0267,Good information.
CM00954,C0268,This was informative.
CM00955,C0268,Good information.
CM00956,C0268,Well explained.
CM00957,C0269,I have been through the same thing.
CM00958,C0269,I needed to hear this today.
CM00959,C0270,You explained my situation perfectly.
CM00960,C0270,This is literally me.
CM00961,C0270,Thanks for sharing.
CM00962,C0270,I have been through the same thing.
CM00963,C0271,Interesting post.
CM00964,C0271,Finally someone talked about this.
CM00965,C0272,This feels so real.
CM00966,C0272,I can completely relate to this.
CM00967,C0272,This describes exactly what I have been feeling.
CM00968,C0273,This feels so real.
CM00969,C0273,Thanks for sharing.
CM00970,C0273,Interesting post.
CM00971,C0273,I have been through the same thing.
CM00972,C0273,Interesting post.
CM00973,C0274,Well explained.
CM00974,C0274,Thanks for sharing.
CM00975,C0274,You explained my situation perfectly.
CM00976,C0274,I can completely relate to this.
CM00977,C0274,Interesting perspective.
CM00978,C0275,I can completely relate to this.
CM00979,C0275,This is literally me.
CM00980,C0275,I needed to hear this today.
CM00981,C0276,I can completely relate to this.
CM00982,C0276,I can completely relate to this.
CM00983,C0276,Good information.
CM00984,C0276,Nice explanation.
CM00985,C0276,I have been through the same thing.
CM00986,C0277,Good information.
CM00987,C0277,Thanks for the tips.
CM00988,C0277,Finally someone talked about this.
CM00989,C0277,Thanks for the tips.
CM00990,C0277,I thought I was the only one who felt this way.
CM00991,C0278,This hit me hard.
CM00992,C0278,This hit me hard.
CM00993,C0279,I can completely relate to this.
CM00994,C0279,This feels so real.
CM00995,C0279,This is literally me.
CM00996,C0280,I thought I was the only one who felt this way.
CM00997,C0280,You explained my situation perfectly.
CM00998,C0280,Thanks for sharing.
CM00999,C0280,Interesting perspective.
CM01000,C0281,Interesting perspective.
CM01001,C0281,This is literally me.
CM01002,C0281,I needed to hear this today.
CM01003,C0282,You explained my situation perfectly.
CM01004,C0282,This was informative.
CM01005,C0282,Interesting post.
CM01006,C0282,I can completely relate to this.
CM01007,C0283,Nice explanation.
CM01008,C0283,You explained my situation perfectly.
CM01009,C0284,Interesting perspective.
CM01010,C0284,Finally someone talked about this.
CM01011,C0284,Well explained.
CM01012,C0285,Finally someone talked about this.
CM01013,C0285,Nice explanation.
CM01014,C0286,Good video.
CM01015,C0286,Finally someone talked about this.
CM01016,C0286,Good video.
CM01017,C0286,Interesting perspective.
CM01018,C0286,Well explained.
CM01019,C0287,Thanks for sharing.
CM01020,C0287,Very useful advice.
CM01021,C0287,Very useful advice.
CM01022,C0287,This is literally me.
CM01023,C0287,Interesting post.
CM01024,C0288,This was informative.
CM01025,C0288,This feels so real.
CM01026,C0288,This describes exactly what I have been feeling.
CM01027,C0289,Nice explanation.
CM01028,C0289,I thought I was the only one who felt this way.
CM01029,C0290,This hit me hard.
CM01030,C0290,This is literally me.
CM01031,C0290,This feels so real.
CM01032,C0290,Finally someone talked about this.
CM01033,C0291,Very useful advice.
CM01034,C0291,This feels so real.
CM01035,C0292,Good information.
CM01036,C0292,Thanks for the tips.
CM01037,C0292,I have been through the same thing.
CM01038,C0292,Well explained.
CM01039,C0292,Thanks for the tips.
CM01040,C0293,Good information.
CM01041,C0293,Nice explanation.
CM01042,C0293,Good video.
CM01043,C0293,Good information.
CM01044,C0293,This feels so real.
CM01045,C0294,I can completely relate to this.
CM01046,C0294,This is literally me.
CM01047,C0294,You explained my situation perfectly.
CM01048,C0294,Thanks for sharing.
CM01049,C0295,I thought I was the only one who felt this way.
CM01050,C0295,Nice explanation.
CM01051,C0295,Good video.
CM01052,C0295,Nice explanation.
CM01053,C0295,I have been through the same thing.
CM01054,C0296,I needed to hear this today.
CM01055,C0296,I needed to hear this today.
CM01056,C0296,This feels so real.
CM01057,C0297,Interesting post.
CM01058,C0297,This is literally me.
CM01059,C0298,Thanks for sharing.
CM01060,C0298,I have been through the same thing.
CM01061,C0298,Well explained.
CM01062,C0298,This feels so real.
CM01063,C0298,I thought I was the only one who felt this way.
CM01064,C0299,This is literally me.
CM01065,C0299,This hit me hard.
CM01066,C0299,I needed to hear this today.
CM01067,C0300,Interesting perspective.
CM01068,C0300,Good video.
CM01069,C0301,Interesting post.
CM01070,C0301,Nice explanation.
CM01071,C0301,I needed to hear this today.
CM01072,C0301,Very useful advice.
CM01073,C0301,This describes exactly what I have been feeling.
CM01074,C0302,This feels so real.
CM01075,C0302,Interesting post.
CM01076,C0302,I can completely relate to this.
CM01077,C0302,This is literally me.
CM01078,C0303,This feels so real.
CM01079,C0303,Nice explanation.
CM01080,C0304,Nice explanation.
CM01081,C0304,Thanks for sharing.
CM01082,C0304,Finally someone talked about this.
CM01083,C0305,Good information.
CM01084,C0305,I have been through the same thing.
CM01085,C0305,Good information.
CM01086,C0305,This is literally me.
CM01087,C0306,I can completely relate to this.
CM01088,C0306,Interesting perspective.
CM01089,C0307,Nice explanation.
CM01090,C0307,This describes exactly what I have been feeling.
CM01091,C0307,Well explained.
CM01092,C0307,I have been through the same thing.
CM01093,C0307,Interesting post.
CM01094,C0308,I needed to hear this today.
CM01095,C0308,Thanks for the tips.
CM01096,C0308,Very useful advice.
CM01097,C0308,Finally someone talked about this.
CM01098,C0308,This feels so real.
CM01099,C0309,This feels so real.
CM01100,C0309,Good video.
CM01101,C0309,This is literally me.
CM01102,C0309,I thought I was the only one who felt this way.
CM01103,C0309,I have been through the same thing.
CM01104,C0310,This feels so real.
CM01105,C0310,Thanks for sharing.
CM01106,C0310,You explained my situation perfectly.
CM01107,C0311,I thought I was the only one who felt this way.
CM01108,C0311,Well explained.
CM01109,C0312,You explained my situation perfectly.
CM01110,C0312,This describes exactly what I have been feeling.
CM01111,C0312,Thanks for the tips.
CM01112,C0312,This feels so real.
CM01113,C0312,Finally someone talked about this.
CM01114,C0313,This was informative.
CM01115,C0313,Good video.
CM01116,C0313,Very useful advice.
CM01117,C0313,I thought I was the only one who felt this way.
CM01118,C0313,Interesting perspective.
CM01119,C0314,Finally someone talked about this.
CM01120,C0314,Well explained.
CM01121,C0314,I have been through the same thing.
CM01122,C0314,You explained my situation perfectly.
CM01123,C0314,I thought I was the only one who felt this way.
CM01124,C0315,This is literally me.
CM01125,C0315,I can completely relate to this.
CM01126,C0315,Good information.
CM01127,C0315,Thanks for sharing.
CM01128,C0315,Nice explanation.
CM01129,C0316,Thanks for the tips.
CM01130,C0316,This feels so real.
CM01131,C0316,I needed to hear this today.
CM01132,C0316,This was informative.
CM01133,C0316,Good video.
CM01134,C0317,Interesting perspective.
CM01135,C0317,This was informative.
CM01136,C0318,Good information.
CM01137,C0318,This hit me hard.
CM01138,C0318,Good information.
CM01139,C0319,I needed to hear this today.
CM01140,C0319,Very useful advice.
CM01141,C0319,Finally someone talked about this.
CM01142,C0319,This feels so real.
CM01143,C0320,You explained my situation perfectly.
CM01144,C0320,Thanks for sharing.
CM01145,C0320,This describes exactly what I have been feeling.
CM01146,C0320,Good video.
CM01147,C0320,Thanks for sharing.
CM01148,C0321,Thanks for sharing.
CM01149,C0321,I thought I was the only one who felt this way.
CM01150,C0321,Thanks for sharing.
CM01151,C0321,Thanks for the tips.
CM01152,C0322,Thanks for sharing.
CM01153,C0322,You explained my situation perfectly.
CM01154,C0322,Interesting perspective.
CM01155,C0322,Interesting perspective.
CM01156,C0322,This hit me hard.
CM01157,C0323,Thanks for the tips.
CM01158,C0323,This describes exactly what I have been feeling.
CM01159,C0323,Finally someone talked about this.
CM01160,C0323,I have been through the same thing.
CM01161,C0323,Very useful advice.
CM01162,C0324,This hit me hard.
CM01163,C0324,Good information.
CM01164,C0324,Interesting perspective.
CM01165,C0324,Good video.
CM01166,C0325,Interesting post.
CM01167,C0325,This hit me hard.
CM01168,C0326,I thought I was the only one who felt this way.
CM01169,C0326,Interesting perspective.
CM01170,C0326,I have been through the same thing.
CM01171,C0326,Interesting post.
CM01172,C0327,Good video.
CM01173,C0327,Good information.
CM01174,C0327,This hit me hard.
CM01175,C0327,Interesting perspective.
CM01176,C0328,I needed to hear this today.
CM01177,C0328,This is literally me.
CM01178,C0328,Interesting perspective.
CM01179,C0328,Interesting perspective.
CM01180,C0329,I have been through the same thing.
CM01181,C0329,Interesting perspective.
CM01182,C0329,I needed to hear this today.
CM01183,C0329,Interesting perspective.
CM01184,C0330,I thought I was the only one who felt this way.
CM01185,C0330,I thought I was the only one who felt this way.
CM01186,C0331,Finally someone talked about this.
CM01187,C0331,I needed to hear this today.
CM01188,C0331,I thought I was the only one who felt this way.
CM01189,C0331,Interesting perspective.
CM01190,C0332,Good video.
CM01191,C0332,Nice explanation.
CM01192,C0332,Very useful advice.
CM01193,C0333,This hit me hard.
CM01194,C0333,Good video.
CM01195,C0333,Thanks for sharing.
CM01196,C0333,Thanks for sharing.
CM01197,C0333,This was informative.
CM01198,C0334,I have been through the same thing.
CM01199,C0334,Thanks for sharing.
CM01200,C0334,This feels so real.
CM01201,C0334,I needed to hear this today.
CM01202,C0334,Interesting post.
CM01203,C0335,You explained my situation perfectly.
CM01204,C0335,Thanks for the tips.
CM01205,C0336,You explained my situation perfectly.
CM01206,C0336,I can completely relate to this.
CM01207,C0336,This was informative.
CM01208,C0337,I have been through the same thing.
CM01209,C0337,This feels so real.
CM01210,C0338,This hit me hard.
CM01211,C0338,This was informative.
CM01212,C0339,I needed to hear this today.
CM01213,C0339,Nice explanation.
CM01214,C0339,This was informative.
CM01215,C0339,Very useful advice.
CM01216,C0340,Thanks for sharing.
CM01217,C0340,This is literally me.
CM01218,C0340,Interesting post.
CM01219,C0341,This hit me hard.
CM01220,C0341,I have been through the same thing.
CM01221,C0342,I needed to hear this today.
CM01222,C0342,This is literally me.
CM01223,C0342,I thought I was the only one who felt this way.
CM01224,C0342,Finally someone talked about this.
CM01225,C0343,Interesting post.
CM01226,C0343,Interesting post.
CM01227,C0343,Finally someone talked about this.
CM01228,C0344,Finally someone talked about this.
CM01229,C0344,Thanks for sharing.
CM01230,C0344,Thanks for sharing.
CM01231,C0345,I thought I was the only one who felt this way.
CM01232,C0345,Nice explanation.
CM01233,C0345,Good video.
CM01234,C0345,I thought I was the only one who felt this way.
CM01235,C0346,This was informative.
CM01236,C0346,This is literally me.
CM01237,C0346,I needed to hear this today.
CM01238,C0346,I thought I was the only one who felt this way.
CM01239,C0347,Very useful advice.
CM01240,C0347,Thanks for sharing.
CM01241,C0347,Interesting post.
CM01242,C0347,You explained my situation perfectly.
CM01243,C0347,I thought I was the only one who felt this way.
CM01244,C0348,Interesting post.
CM01245,C0348,I thought I was the only one who felt this way.
CM01246,C0348,Nice explanation.
CM01247,C0348,Good information.
CM01248,C0348,Thanks for sharing.
CM01249,C0349,This was informative.
CM01250,C0349,This feels so real.
CM01251,C0350,Well explained.
CM01252,C0350,Thanks for the tips.
CM01253,C0350,This was informative.
CM01254,C0350,Interesting post.
CM01255,C0350,Good information.
CM01256,C0351,Thanks for the tips.
CM01257,C0351,This hit me hard.
CM01258,C0351,Good video.
CM01259,C0351,I needed to hear this today.
CM01260,C0351,I thought I was the only one who felt this way.
CM01261,C0352,Good video.
CM01262,C0352,I have been through the same thing.
CM01263,C0352,Nice explanation.
CM01264,C0352,Thanks for sharing.
CM01265,C0353,Very useful advice.
CM01266,C0353,You explained my situation perfectly.
CM01267,C0354,Good video.
CM01268,C0354,I have been through the same thing.
CM01269,C0355,This describes exactly what I have been feeling.
CM01270,C0355,Finally someone talked about this.
CM01271,C0355,You explained my situation perfectly.
CM01272,C0356,Nice explanation.
CM01273,C0356,Thanks for the tips.
CM01274,C0357,This is literally me.
CM01275,C0357,This is literally me.
CM01276,C0358,This hit me hard.
CM01277,C0358,This hit me hard.
CM01278,C0358,Finally someone talked about this.
CM01279,C0358,I thought I was the only one who felt this way.
CM01280,C0358,I can completely relate to this.
CM01281,C0359,Thanks for the tips.
CM01282,C0359,Interesting perspective.
CM01283,C0359,I can completely relate to this.
CM01284,C0359,This is literally me.
CM01285,C0359,Interesting post.
CM01286,C0360,Interesting perspective.
CM01287,C0360,I thought I was the only one who felt this way.
CM01288,C0360,Finally someone talked about this.
CM01289,C0360,Very useful advice.
CM01290,C0360,This describes exactly what I have been feeling.
CM01291,C0361,You explained my situation perfectly.
CM01292,C0361,Finally someone talked about this.
CM01293,C0361,Good video.
CM01294,C0361,Very useful advice.
CM01295,C0361,Interesting perspective.
CM01296,C0362,I thought I was the only one who felt this way.
CM01297,C0362,You explained my situation perfectly.
CM01298,C0362,This feels so real.
CM01299,C0363,Finally someone talked about this.
CM01300,C0363,I thought I was the only one who felt this way.
CM01301,C0363,Interesting perspective.
CM01302,C0364,Good information.
CM01303,C0364,Interesting post.
CM01304,C0364,I can completely relate to this.
CM01305,C0364,Interesting perspective.
CM01306,C0364,This was informative.
CM01307,C0365,Very useful advice.
CM01308,C0365,I needed to hear this today.
CM01309,C0365,This was informative.
CM01310,C0365,I can completely relate to this.
CM01311,C0365,Good information.
CM01312,C0366,Interesting perspective.
CM01313,C0366,Nice explanation.
CM01314,C0366,This is literally me.
CM01315,C0367,This hit me hard.
CM01316,C0367,Interesting perspective.
CM01317,C0367,This hit me hard.
CM01318,C0368,Very useful advice.
CM01319,C0368,This describes exactly what I have been feeling.
CM01320,C0368,I can completely relate to this.
CM01321,C0369,I can completely relate to this.
CM01322,C0369,Good information.
CM01323,C0369,This feels so real.
CM01324,C0369,You explained my situation perfectly.
CM01325,C0369,Finally someone talked about this.
CM01326,C0370,This is literally me.
CM01327,C0370,Thanks for sharing.
CM01328,C0370,This is literally me.
CM01329,C0370,Interesting post.
CM01330,C0370,This describes exactly what I have been feeling.
CM01331,C0371,Good video.
CM01332,C0371,This feels so real.
CM01333,C0371,I thought I was the only one who felt this way.
CM01334,C0371,I thought I was the only one who felt this way.
CM01335,C0371,You explained my situation perfectly.
CM01336,C0372,This describes exactly what I have been feeling.
CM01337,C0372,Finally someone talked about this.
CM01338,C0372,This was informative.
CM01339,C0373,Finally someone talked about this.
CM01340,C0373,You explained my situation perfectly.
CM01341,C0373,I have been through the same thing.
CM01342,C0374,Nice explanation.
CM01343,C0374,I can completely relate to this.
CM01344,C0374,Finally someone talked about this.
CM01345,C0375,I thought I was the only one who felt this way.
CM01346,C0375,Thanks for the tips.
CM01347,C0376,This feels so real.
CM01348,C0376,I needed to hear this today.
CM01349,C0376,Interesting perspective.
CM01350,C0376,Interesting perspective.
CM01351,C0376,Very useful advice.
CM01352,C0377,This hit me hard.
CM01353,C0377,This describes exactly what I have been feeling.
CM01354,C0378,Nice explanation.
CM01355,C0378,You explained my situation perfectly.
CM01356,C0378,Very useful advice.
CM01357,C0378,You explained my situation perfectly.
CM01358,C0378,Interesting perspective.
CM01359,C0379,Good information.
CM01360,C0379,This is literally me.
CM01361,C0379,I have been through the same thing.
CM01362,C0380,You explained my situation perfectly.
CM01363,C0380,I thought I was the only one who felt this way.
CM01364,C0381,Interesting post.
CM01365,C0381,Good information.
CM01366,C0381,This was informative.
CM01367,C0381,Thanks for sharing.
CM01368,C0381,This describes exactly what I have been feeling.
CM01369,C0382,I needed to hear this today.
CM01370,C0382,I have been through the same thing.
CM01371,C0383,Thanks for the tips.
CM01372,C0383,This was informative.
CM01373,C0384,Good video.
CM01374,C0384,Good information.
CM01375,C0384,Interesting post.
CM01376,C0385,Good video.
CM01377,C0385,Nice explanation.
CM01378,C0385,Nice explanation.
CM01379,C0385,Interesting perspective.
CM01380,C0385,Very useful advice.
CM01381,C0386,Good video.
CM01382,C0386,Good information.
CM01383,C0387,Interesting post.
CM01384,C0387,I have been through the same thing.
CM01385,C0387,Good video.
CM01386,C0387,This hit me hard.
CM01387,C0388,Very useful advice.
CM01388,C0388,This feels so real.
CM01389,C0389,Thanks for the tips.
CM01390,C0389,Interesting perspective.
CM01391,C0389,Very useful advice.
CM01392,C0390,I needed to hear this today.
CM01393,C0390,This was informative.
CM01394,C0390,I thought I was the only one who felt this way.
CM01395,C0391,I have been through the same thing.
CM01396,C0391,Interesting post.
CM01397,C0391,Well explained.
CM01398,C0391,Well explained.
CM01399,C0392,This feels so real.
CM01400,C0392,Interesting post.
CM01401,C0392,I have been through the same thing.
CM01402,C0392,You explained my situation perfectly.
CM01403,C0393,I thought I was the only one who felt this way.
CM01404,C0393,I needed to hear this today.
CM01405,C0393,I can completely relate to this.
CM01406,C0394,This describes exactly what I have been feeling.
CM01407,C0394,Good information.
CM01408,C0394,This hit me hard.
CM01409,C0394,Thanks for the tips.
CM01410,C0394,I have been through the same thing.
CM01411,C0395,I thought I was the only one who felt this way.
CM01412,C0395,This describes exactly what I have been feeling.
CM01413,C0396,This feels so real.
CM01414,C0396,Good video.
CM01415,C0396,This hit me hard.
CM01416,C0396,Thanks for the tips.
CM01417,C0397,I can completely relate to this.
CM01418,C0397,Nice explanation.
CM01419,C0397,I needed to hear this today.
CM01420,C0397,This feels so real.
CM01421,C0397,Good information.
CM01422,C0398,I have been through the same thing.
CM01423,C0398,Interesting perspective.
CM01424,C0398,Well explained.
CM01425,C0399,I can completely relate to this.
CM01426,C0399,Thanks for sharing.
CM01427,C0399,I thought I was the only one who felt this way.
CM01428,C0399,This feels so real.
CM01429,C0400,This feels so real.
CM01430,C0400,This hit me hard.
CM01431,C0400,Good video.
CM01432,C0401,I have been through the same thing.
CM01433,C0401,Thanks for sharing.
CM01434,C0401,Interesting post.
CM01435,C0401,This was informative.
CM01436,C0402,Thanks for the tips.
CM01437,C0402,Thanks for sharing.
CM01438,C0402,This hit me hard.
CM01439,C0402,Good video.
CM01440,C0402,Nice explanation.
CM01441,C0403,Interesting perspective.
CM01442,C0403,Interesting perspective.
CM01443,C0403,Thanks for the tips.
CM01444,C0403,I thought I was the only one who felt this way.
CM01445,C0403,Good information.
CM01446,C0404,Interesting post.
CM01447,C0404,You explained my situation perfectly.
CM01448,C0404,Very useful advice.
CM01449,C0405,This feels so real.
CM01450,C0405,This describes exactly what I have been feeling.
CM01451,C0405,Very useful advice.
CM01452,C0405,Nice explanation.
CM01453,C0405,I thought I was the only one who felt this way.
CM01454,C0406,Interesting post.
CM01455,C0406,This was informative.
CM01456,C0406,This feels so real.
CM01457,C0406,Well explained.
CM01458,C0406,Good video.
CM01459,C0407,You explained my situation perfectly.
CM01460,C0407,This feels so real.
CM01461,C0407,This feels so real.
CM01462,C0407,I have been through the same thing.
CM01463,C0407,Interesting post.
CM01464,C0408,Thanks for the tips.
CM01465,C0408,This was informative.
CM01466,C0408,Nice explanation.
CM01467,C0409,This was informative.
CM01468,C0409,This was informative.
CM01469,C0409,Finally someone talked about this.
CM01470,C0410,I needed to hear this today.
CM01471,C0410,This hit me hard.
CM01472,C0411,Finally someone talked about this.
CM01473,C0411,Interesting post.
CM01474,C0411,I needed to hear this today.
CM01475,C0411,This hit me hard.
CM01476,C0412,Thanks for sharing.
CM01477,C0412,You explained my situation perfectly.
CM01478,C0412,I have been through the same thing.
CM01479,C0412,I needed to hear this today.
CM01480,C0412,Nice explanation.
CM01481,C0413,Thanks for the tips.
CM01482,C0413,This is literally me.
CM01483,C0413,I needed to hear this today.
CM01484,C0413,Thanks for the tips.
CM01485,C0413,I needed to hear this today.
CM01486,C0414,This describes exactly what I have been feeling.
CM01487,C0414,I needed to hear this today.
CM01488,C0414,Interesting post.
CM01489,C0414,Good video.
CM01490,C0414,Interesting perspective.
CM01491,C0415,Thanks for the tips.
CM01492,C0415,Interesting post.
CM01493,C0415,Finally someone talked about this.
CM01494,C0415,I needed to hear this today.
CM01495,C0415,This is literally me.
CM01496,C0416,I can completely relate to this.
CM01497,C0416,This is literally me.
CM01498,C0416,You explained my situation perfectly.
CM01499,C0417,I needed to hear this today.
CM01500,C0417,Interesting post.
CM01501,C0417,Thanks for sharing.
CM01502,C0417,Interesting perspective.
CM01503,C0418,Good video.
CM01504,C0418,Nice explanation.
CM01505,C0418,This feels so real.
CM01506,C0419,This feels so real.
CM01507,C0419,Good information.
CM01508,C0420,Good video.
CM01509,C0420,This was informative.
CM01510,C0420,I can completely relate to this.
CM01511,C0421,This hit me hard.
CM01512,C0421,This describes exactly what I have been feeling.
CM01513,C0422,Interesting post.
CM01514,C0422,I can completely relate to this.
CM01515,C0423,Nice explanation.
CM01516,C0423,Thanks for sharing.
CM01517,C0424,Interesting perspective.
CM01518,C0424,Good video.
CM01519,C0424,I needed to hear this today.
CM01520,C0424,I thought I was the only one who felt this way.
CM01521,C0424,I can completely relate to this.
CM01522,C0425,This describes exactly what I have been feeling.
CM01523,C0425,I thought I was the only one who felt this way.
CM01524,C0425,I thought I was the only one who felt this way.
CM01525,C0426,I have been through the same thing.
CM01526,C0426,Good information.
CM01527,C0427,This hit me hard.
CM01528,C0427,Thanks for the tips.
CM01529,C0427,I needed to hear this today.
CM01530,C0428,This is literally me.
CM01531,C0428,Interesting post.
CM01532,C0429,Very useful advice.
CM01533,C0429,This feels so real.
CM01534,C0429,I can completely relate to this.
CM01535,C0430,Good video.
CM01536,C0430,This hit me hard.
CM01537,C0430,Interesting perspective.
CM01538,C0430,Finally someone talked about this.
CM01539,C0431,Finally someone talked about this.
CM01540,C0431,Well explained.
CM01541,C0432,Nice explanation.
CM01542,C0432,This hit me hard.
CM01543,C0432,I thought I was the only one who felt this way.
CM01544,C0433,Thanks for the tips.
CM01545,C0433,Finally someone talked about this.
CM01546,C0433,I thought I was the only one who felt this way.
CM01547,C0434,This was informative.
CM01548,C0434,This hit me hard.
CM01549,C0434,I thought I was the only one who felt this way.
CM01550,C0435,I thought I was the only one who felt this way.
CM01551,C0435,I have been through the same thing.
CM01552,C0435,Nice explanation.
CM01553,C0435,Good information.
CM01554,C0436,I thought I was the only one who felt this way.
CM01555,C0436,I have been through the same thing.
CM01556,C0437,Thanks for the tips.
CM01557,C0437,You explained my situation perfectly.
CM01558,C0437,You explained my situation perfectly.
CM01559,C0437,I thought I was the only one who felt this way.
